"Name","Live Bytes","Live Objects","Allocated Objects","Avg. Age","Generations"
"      viper.silicon.supporters.functions.DefaultFunctionVerificationUnitProvider$functionsSupporter$$$Lambda$1873.1208097364.apply (Object, Object)","1’040 B (0%)","26 (0%)","341 (0%)","457.6","10"
"       viper.silicon.rules.executionFlowController$.$anonfun$locally$1 (scala.Function2, viper.silicon.state.State, viper.silicon.verifier.Verifier, scala.Function1)","1’040 B (0%)","26 (0%)","341 (0%)","457.6","10"
"        viper.silicon.rules.executionFlowController$$$Lambda$1443.1457278105.apply (Object, Object, Object)","1’040 B (0%)","26 (0%)","341 (0%)","457.6","10"
"         viper.silicon.rules.executionFlowController$.locallyWithResult (viper.silicon.state.State, viper.silicon.verifier.Verifier, scala.Function3, scala.Function1)","1’040 B (0%)","26 (0%)","341 (0%)","457.6","10"
"          viper.silicon.rules.executionFlowController$.locally (viper.silicon.state.State, viper.silicon.verifier.Verifier, scala.Function2)","1’040 B (0%)","26 (0%)","341 (0%)","457.6","10"
"     viper.silicon.supporters.functions.FunctionData.postAxiom$lzycompute ()","440 B (0%)","11 (0%)","290 (0%)","339.4","4"
"      viper.silicon.supporters.functions.FunctionData.postAxiom ()","440 B (0%)","11 (0%)","290 (0%)","339.4","4"
"       viper.silicon.supporters.functions.DefaultFunctionVerificationUnitProvider$functionsSupporter$.handleFunction (viper.silicon.state.State, viper.silver.ast.Function)","440 B (0%)","11 (0%)","290 (0%)","339.4","4"
"        viper.silicon.supporters.functions.DefaultFunctionVerificationUnitProvider$functionsSupporter$.verify (viper.silicon.state.State, viper.silver.ast.Function)","440 B (0%)","11 (0%)","290 (0%)","339.4","4"
"         viper.silicon.verifier.DefaultMasterVerifier.$anonfun$verify$2 (viper.silicon.verifier.DefaultMasterVerifier, viper.silver.ast.Program, viper.silver.ast.Function)","440 B (0%)","11 (0%)","290 (0%)","339.4","4"
"          viper.silicon.verifier.DefaultMasterVerifier$$Lambda$1436.1685198389.apply (Object)","440 B (0%)","11 (0%)","290 (0%)","339.4","4"
"     viper.silicon.supporters.functions.FunctionData.$anonfun$definitionalAxiom$2 (viper.silicon.supporters.functions.FunctionData, viper.silicon.state.terms.Term)","40 B (0%)","1 (0%)","147 (0%)","0.0","1"
"      viper.silicon.supporters.functions.FunctionData$$Lambda$1880.1028852335.apply (Object)","40 B (0%)","1 (0%)","147 (0%)","0.0","1"
"       scala.Option.map (scala.Function1)","40 B (0%)","1 (0%)","147 (0%)","0.0","1"
"        viper.silicon.supporters.functions.FunctionData.definitionalAxiom$lzycompute ()","40 B (0%)","1 (0%)","147 (0%)","0.0","1"
"         viper.silicon.supporters.functions.FunctionData.definitionalAxiom ()","40 B (0%)","1 (0%)","147 (0%)","0.0","1"
"          viper.silicon.supporters.functions.DefaultFunctionVerificationUnitProvider$functionsSupporter$.handleFunction (viper.silicon.state.State, viper.silver.ast.Function)","40 B (0%)","1 (0%)","147 (0%)","0.0","1"
"    viper.silicon.state.terms.And$.apply (scala.collection.immutable.Seq)","40 B (0%)","1 (0%)","1 (0%)","573.0","1"
"     viper.silicon.supporters.ExpressionTranslator.translate (scala.Function1, viper.silver.ast.Exp)","40 B (0%)","1 (0%)","1 (0%)","573.0","1"
"      viper.silicon.supporters.ExpressionTranslator.translate$ (viper.silicon.supporters.ExpressionTranslator, scala.Function1, viper.silver.ast.Exp)","40 B (0%)","1 (0%)","1 (0%)","573.0","1"
"       viper.silicon.supporters.functions.HeapAccessReplacingExpressionTranslator.translate (scala.Function1, viper.silver.ast.Exp)","40 B (0%)","1 (0%)","1 (0%)","573.0","1"
"        viper.silicon.supporters.functions.HeapAccessReplacingExpressionTranslator.$anonfun$translatePrecondition$1 (viper.silicon.supporters.functions.HeapAccessReplacingExpressionTranslator, viper.silver.ast.Exp)","40 B (0%)","1 (0%)","1 (0%)","573.0","1"
"         viper.silicon.supporters.functions.HeapAccessReplacingExpressionTranslator$$Lambda$1543.251689453.apply (Object)","40 B (0%)","1 (0%)","1 (0%)","573.0","1"
"          scala.collection.immutable.List.map (scala.Function1)","40 B (0%)","1 (0%)","1 (0%)","573.0","1"
"   viper.silicon.decider.LayeredPathConditionStackLike.$anonfun$conditionalized$2 ()","5’440 B (0.1%)","136 (0.1%)","71’619 (2%)","0.0","1"
"    viper.silicon.decider.LayeredPathConditionStackLike$$Lambda$1454.380319694.apply ()","5’440 B (0.1%)","136 (0.1%)","71’619 (2%)","0.0","1"
"     scala.Option.getOrElse (scala.Function0)","5’440 B (0.1%)","136 (0.1%)","71’619 (2%)","0.0","1"
"      viper.silicon.decider.LayeredPathConditionStackLike.$anonfun$conditionalized$1 (scala.runtime.ObjectRef, scala.runtime.ObjectRef, viper.silicon.decider.PathConditionStackLayer)","5’440 B (0.1%)","136 (0.1%)","71’619 (2%)","0.0","1"
"       viper.silicon.decider.LayeredPathConditionStackLike.$anonfun$conditionalized$1$adapted (scala.runtime.ObjectRef, scala.runtime.ObjectRef, viper.silicon.decider.PathConditionStackLayer)","5’440 B (0.1%)","136 (0.1%)","71’619 (2%)","0.0","1"
"        viper.silicon.decider.LayeredPathConditionStackLike$$Lambda$1453.867944832.apply (Object)","5’440 B (0.1%)","136 (0.1%)","71’619 (2%)","0.0","1"
"         scala.collection.immutable.List.foreach (scala.Function1)","5’440 B (0.1%)","136 (0.1%)","71’619 (2%)","0.0","1"
"          viper.silicon.decider.LayeredPathConditionStackLike.conditionalized (scala.collection.immutable.Seq)","5’440 B (0.1%)","136 (0.1%)","71’619 (2%)","0.0","1"
"   viper.silicon.state.terms.Implies$.apply (viper.silicon.state.terms.Term, viper.silicon.state.terms.Term)","2’320 B (0%)","58 (0%)","37’098 (1%)","100.0","9"
"    viper.silicon.decider.LayeredPathConditionStackLike.$anonfun$conditionalized$1 (scala.runtime.ObjectRef, scala.runtime.ObjectRef, viper.silicon.decider.PathConditionStackLayer)","2’040 B (0%)","51 (0%)","37’091 (1%)","17.7","4"
"     viper.silicon.decider.LayeredPathConditionStackLike.$anonfun$conditionalized$1$adapted (scala.runtime.ObjectRef, scala.runtime.ObjectRef, viper.silicon.decider.PathConditionStackLayer)","2’040 B (0%)","51 (0%)","37’091 (1%)","17.7","4"
"      viper.silicon.decider.LayeredPathConditionStackLike$$Lambda$1453.867944832.apply (Object)","2’040 B (0%)","51 (0%)","37’091 (1%)","17.7","4"
"       scala.collection.immutable.List.foreach (scala.Function1)","2’040 B (0%)","51 (0%)","37’091 (1%)","17.7","4"
"        viper.silicon.decider.LayeredPathConditionStackLike.conditionalized (scala.collection.immutable.Seq)","2’040 B (0%)","51 (0%)","37’091 (1%)","17.7","4"
"         viper.silicon.decider.LayeredPathConditionStackLike.conditionalized$ (viper.silicon.decider.LayeredPathConditionStackLike, scala.collection.immutable.Seq)","2’040 B (0%)","51 (0%)","37’091 (1%)","17.7","4"
"          viper.silicon.decider.DefaultRecordedPathConditions.conditionalized (scala.collection.immutable.Seq)","2’040 B (0%)","51 (0%)","37’091 (1%)","17.7","4"
"    viper.silicon.supporters.ExpressionTranslator.translate (scala.Function1, viper.silver.ast.Exp)","280 B (0%)","7 (0%)","7 (0%)","700.1","5"
"     viper.silicon.supporters.ExpressionTranslator.translate$ (viper.silicon.supporters.ExpressionTranslator, scala.Function1, viper.silver.ast.Exp)","280 B (0%)","7 (0%)","7 (0%)","700.1","5"
"      viper.silicon.supporters.functions.HeapAccessReplacingExpressionTranslator.translate (scala.Function1, viper.silver.ast.Exp)","280 B (0%)","7 (0%)","7 (0%)","700.1","5"
"       viper.silicon.supporters.functions.HeapAccessReplacingExpressionTranslator.$anonfun$translatePrecondition$1 (viper.silicon.supporters.functions.HeapAccessReplacingExpressionTranslator, viper.silver.ast.Exp)","280 B (0%)","7 (0%)","7 (0%)","700.1","5"
"        viper.silicon.supporters.functions.HeapAccessReplacingExpressionTranslator$$Lambda$1543.251689453.apply (Object)","280 B (0%)","7 (0%)","7 (0%)","700.1","5"
"         scala.collection.immutable.List.map (scala.Function1)","280 B (0%)","7 (0%)","7 (0%)","700.1","5"
"          scala.collection.immutable.List.map (scala.Function1)","280 B (0%)","7 (0%)","7 (0%)","700.1","5"
"   viper.silicon.decider.DefaultDeciderProvider$decider$.isKnownToBeTrue (viper.silicon.state.terms.Term)","3’360 B (0%)","84 (0.1%)","33’108 (0.9%)","0.0","1"
"    viper.silicon.decider.DefaultDeciderProvider$decider$.$anonfun$assume$1 (viper.silicon.decider.DefaultDeciderProvider.decider., viper.silicon.state.terms.Term)","3’360 B (0%)","84 (0.1%)","33’108 (0.9%)","0.0","1"
"     viper.silicon.decider.DefaultDeciderProvider$decider$.$anonfun$assume$1$adapted (viper.silicon.decider.DefaultDeciderProvider.decider., viper.silicon.state.terms.Term)","3’360 B (0%)","84 (0.1%)","33’108 (0.9%)","0.0","1"
"      viper.silicon.decider.DefaultDeciderProvider$decider$$$Lambda$1464.111542325.apply (Object)","3’360 B (0%)","84 (0.1%)","33’108 (0.9%)","0.0","1"
"       scala.collection.StrictOptimizedIterableOps.filterImpl (scala.Function1, boolean)","3’360 B (0%)","84 (0.1%)","33’108 (0.9%)","0.0","1"
"        scala.collection.StrictOptimizedIterableOps.filterImpl$ (scala.collection.StrictOptimizedIterableOps, scala.Function1, boolean)","3’360 B (0%)","84 (0.1%)","33’108 (0.9%)","0.0","1"
"         scala.collection.immutable.ListSet.filterImpl (scala.Function1, boolean)","3’360 B (0%)","84 (0.1%)","33’108 (0.9%)","0.0","1"
"          scala.collection.StrictOptimizedIterableOps.filterNot (scala.Function1)","3’360 B (0%)","84 (0.1%)","33’108 (0.9%)","0.0","1"
"   viper.silicon.rules.evaluator$.$anonfun$evalImplies$3 (scala.Function3, viper.silicon.state.State, viper.silicon.verifier.Verifier)","120 B (0%)","3 (0%)","7’043 (0.2%)","300.3","3"
"    viper.silicon.rules.evaluator$$$Lambda$1966.727495796.apply (Object, Object)","120 B (0%)","3 (0%)","7’043 (0.2%)","300.3","3"
"     viper.silicon.rules.brancher$.$anonfun$branch$3 (viper.silicon.verifier.Verifier, int, viper.silicon.state.terms.Term, scala.Function2, viper.silicon.state.State, viper.silicon.verifier.Verifier)","120 B (0%)","3 (0%)","7’043 (0.2%)","300.3","3"
"      viper.silicon.rules.brancher$$$Lambda$1507.1064682298.apply (Object, Object)","120 B (0%)","3 (0%)","7’043 (0.2%)","300.3","3"
"       viper.silicon.rules.executionFlowController$.$anonfun$locally$1 (scala.Function2, viper.silicon.state.State, viper.silicon.verifier.Verifier, scala.Function1)","120 B (0%)","3 (0%)","7’043 (0.2%)","300.3","3"
"        viper.silicon.rules.executionFlowController$$$Lambda$1443.1457278105.apply (Object, Object, Object)","120 B (0%)","3 (0%)","7’043 (0.2%)","300.3","3"
"         viper.silicon.rules.executionFlowController$.locallyWithResult (viper.silicon.state.State, viper.silicon.verifier.Verifier, scala.Function3, scala.Function1)","120 B (0%)","3 (0%)","7’043 (0.2%)","300.3","3"
"          viper.silicon.rules.executionFlowController$.locally (viper.silicon.state.State, viper.silicon.verifier.Verifier, scala.Function2)","120 B (0%)","3 (0%)","7’043 (0.2%)","300.3","3"
"   viper.silicon.state.terms.Or$.createOr (scala.collection.immutable.Seq)","1’560 B (0%)","39 (0%)","6’935 (0.2%)","245.8","8"
"    viper.silicon.state.terms.Or$.apply (scala.collection.immutable.Seq)","1’560 B (0%)","39 (0%)","6’935 (0.2%)","245.8","8"
"     viper.silicon.state.terms.perms$.IsNonNegative (viper.silicon.state.terms.Term)","720 B (0%)","18 (0%)","4’082 (0.1%)","532.6","7"
"      viper.silicon.rules.evaluator$.$anonfun$eval2$74 (viper.silver.ast.Predicate, viper.silver.ast.PredicateAccessPredicate, viper.silver.verifier.PartialVerificationError, viper.silver.ast.PredicateAccess, viper.silicon.state.State, scala.collection.immutable.List, viper.silver.ast.Exp, scala.Function3, viper.silver.ast.Exp, viper.silicon.state.State, viper.silicon.state.terms.Term, viper.silicon.verifier.Verifier)","200 B (0%)","5 (0%)","1’402 (0%)","553.2","2"
"      viper.silicon.rules.executor$.$anonfun$exec2$39 (viper.silver.ast.Predicate, String, scala.collection.immutable.List, viper.silicon.state.State, viper.silver.verifier.PartialVerificationError, viper.silver.ast.PredicateAccess, scala.Function2, viper.silver.ast.Exp, viper.silicon.state.State, viper.silicon.state.terms.Term, viper.silicon.verifier.Verifier)","240 B (0%)","6 (0%)","1’105 (0%)","527.0","6"
"       viper.silicon.rules.executor$$$Lambda$2295.1119503237.apply (Object, Object, Object)","240 B (0%)","6 (0%)","1’105 (0%)","527.0","6"
"        viper.silicon.rules.evaluator$.$anonfun$eval$1 (viper.silver.ast.Exp, int, scala.Function3, viper.silicon.state.State, viper.silicon.state.terms.Term, viper.silicon.verifier.Verifier)","240 B (0%)","6 (0%)","1’105 (0%)","527.0","6"
"         viper.silicon.rules.evaluator$$$Lambda$1475.907802417.apply (Object, Object, Object)","240 B (0%)","6 (0%)","1’105 (0%)","527.0","6"
"          viper.silicon.rules.evaluator$.$anonfun$eval3$3 (viper.silver.ast.Exp, viper.silicon.state.State, scala.Function3, viper.silicon.state.State, viper.silicon.state.terms.Term, viper.silicon.verifier.Verifier)","240 B (0%)","6 (0%)","1’105 (0%)","527.0","6"
"     viper.silicon.supporters.ExpressionTranslator.translate (scala.Function1, viper.silver.ast.Exp)","760 B (0%)","19 (0%)","1’906 (0.1%)","0.0","1"
"      viper.silicon.supporters.ExpressionTranslator.translate$ (viper.silicon.supporters.ExpressionTranslator, scala.Function1, viper.silver.ast.Exp)","760 B (0%)","19 (0%)","1’906 (0.1%)","0.0","1"
"       viper.silicon.supporters.DefaultDomainsTranslator.translate (scala.Function1, viper.silver.ast.Exp)","760 B (0%)","19 (0%)","1’906 (0.1%)","0.0","1"
"        viper.silicon.supporters.ExpressionTranslator.$anonfun$translate$1 (viper.silicon.supporters.ExpressionTranslator, scala.Function1, viper.silver.ast.Exp)","760 B (0%)","19 (0%)","1’906 (0.1%)","0.0","1"
"         viper.silicon.supporters.ExpressionTranslator$$Lambda$1329.697026270.apply (Object)","760 B (0%)","19 (0%)","1’906 (0.1%)","0.0","1"
"          viper.silicon.supporters.ExpressionTranslator.translate (scala.Function1, viper.silver.ast.Exp)","760 B (0%)","19 (0%)","1’906 (0.1%)","0.0","1"
"     viper.silicon.state.utils.package$.recurse$1 (viper.silicon.state.terms.Term, scala.PartialFunction, scala.Function1, scala.PartialFunction)","80 B (0%)","2 (0%)","947 (0%)","0.0","1"
"      viper.silicon.state.utils.package$.transform (viper.silicon.state.terms.Term, scala.PartialFunction, scala.Function1, scala.PartialFunction)","80 B (0%)","2 (0%)","947 (0%)","0.0","1"
"       viper.silicon.state.utils.package$.go$1 (viper.silicon.state.terms.Term, scala.PartialFunction, scala.Function1, scala.PartialFunction)","80 B (0%)","2 (0%)","947 (0%)","0.0","1"
"        viper.silicon.state.utils.package$.recurse$1 (viper.silicon.state.terms.Term, scala.PartialFunction, scala.Function1, scala.PartialFunction)","80 B (0%)","2 (0%)","947 (0%)","0.0","1"
"         viper.silicon.state.utils.package$.transform (viper.silicon.state.terms.Term, scala.PartialFunction, scala.Function1, scala.PartialFunction)","80 B (0%)","2 (0%)","947 (0%)","0.0","1"
"          viper.silicon.state.utils.package$.go$1 (viper.silicon.state.terms.Term, scala.PartialFunction, scala.Function1, scala.PartialFunction)","80 B (0%)","2 (0%)","947 (0%)","0.0","1"
"   viper.silicon.state.terms.Not$.apply (viper.silicon.state.terms.Term)","480 B (0%)","12 (0%)","2’516 (0.1%)","87.7","3"
"    viper.silicon.rules.brancher$.branch (viper.silicon.state.State, viper.silicon.state.terms.Term, viper.silicon.verifier.Verifier, boolean, scala.Function2, scala.Function2)","320 B (0%)","8 (0%)","1’635 (0%)","0.0","1"
"     viper.silicon.rules.executor$.$anonfun$follow$1 (viper.silver.cfg.ConditionalEdge, scala.Function2, viper.silicon.state.State, viper.silicon.state.terms.Term, viper.silicon.verifier.Verifier)","320 B (0%)","8 (0%)","1’635 (0%)","0.0","1"
"      viper.silicon.rules.executor$$$Lambda$1703.1653529891.apply (Object, Object, Object)","320 B (0%)","8 (0%)","1’635 (0%)","0.0","1"
"       viper.silicon.rules.evaluator$.$anonfun$eval$1 (viper.silver.ast.Exp, int, scala.Function3, viper.silicon.state.State, viper.silicon.state.terms.Term, viper.silicon.verifier.Verifier)","320 B (0%)","8 (0%)","1’635 (0%)","0.0","1"
"        viper.silicon.rules.evaluator$$$Lambda$1475.907802417.apply (Object, Object, Object)","320 B (0%)","8 (0%)","1’635 (0%)","0.0","1"
"         viper.silicon.rules.evaluator$.$anonfun$eval3$3 (viper.silver.ast.Exp, viper.silicon.state.State, scala.Function3, viper.silicon.state.State, viper.silicon.state.terms.Term, viper.silicon.verifier.Verifier)","320 B (0%)","8 (0%)","1’635 (0%)","0.0","1"
"          viper.silicon.rules.evaluator$$$Lambda$1477.39190423.apply (Object, Object, Object)","320 B (0%)","8 (0%)","1’635 (0%)","0.0","1"
"    viper.silicon.rules.evaluator$.$anonfun$eval2$9 (scala.Function3, viper.silicon.state.State, viper.silicon.state.terms.Term, viper.silicon.verifier.Verifier)","160 B (0%)","4 (0%)","881 (0%)","263.0","3"
"     viper.silicon.rules.evaluator$$$Lambda$1727.716012739.apply (Object, Object, Object)","160 B (0%)","4 (0%)","881 (0%)","263.0","3"
"      viper.silicon.rules.evaluator$.$anonfun$eval$1 (viper.silver.ast.Exp, int, scala.Function3, viper.silicon.state.State, viper.silicon.state.terms.Term, viper.silicon.verifier.Verifier)","160 B (0%)","4 (0%)","881 (0%)","263.0","3"
"       viper.silicon.rules.evaluator$$$Lambda$1475.907802417.apply (Object, Object, Object)","160 B (0%)","4 (0%)","881 (0%)","263.0","3"
"        viper.silicon.rules.evaluator$.$anonfun$eval3$3 (viper.silver.ast.Exp, viper.silicon.state.State, scala.Function3, viper.silicon.state.State, viper.silicon.state.terms.Term, viper.silicon.verifier.Verifier)","160 B (0%)","4 (0%)","881 (0%)","263.0","3"
"         viper.silicon.rules.evaluator$$$Lambda$1477.39190423.apply (Object, Object, Object)","160 B (0%)","4 (0%)","881 (0%)","263.0","3"
"          viper.silicon.rules.evaluator$.eval2 (viper.silicon.state.State, viper.silver.ast.Exp, viper.silver.verifier.PartialVerificationError, viper.silicon.verifier.Verifier, scala.Function3)","120 B (0%)","3 (0%)","829 (0%)","190.0","2"
"          viper.silicon.rules.evaluator$.$anonfun$eval2$9 (scala.Function3, viper.silicon.state.State, viper.silicon.state.terms.Term, viper.silicon.verifier.Verifier)","40 B (0%)","1 (0%)","52 (0%)","482.0","1"
